0	inf
0.0122718	0.737646
0.0245437	0.0596107
0.0368155	0.0138472
0.0490874	0.00491551
0.0613592	0.00220127
0.0736311	0.00114182
0.0859029	0.000655473
0.0981748	0.000405265
0.110447	0.000265178
0.122718	0.000181447
0.13499	0.000128725
0.147262	9.40892e-05
0.159534	7.05181e-05
0.171806	5.39918e-05
0.184078	4.21056e-05
0.19635	3.33659e-05
0.208621	2.68146e-05
0.220893	2.18183e-05
0.233165	1.79519e-05
0.245437	1.49184e-05
0.257709	1.25092e-05
0.269981	1.05748e-05
0.282252	9.00602e-06
0.294524	7.72119e-06
0.306796	6.66165e-06
0.319068	5.7805e-06
0.33134	5.0425e-06
0.343612	4.42034e-06
0.355884	3.89188e-06
0.368155	3.44178e-06
0.380427	3.0558e-06
0.392699	2.72319e-06
0.404971	2.43456e-06
0.417243	2.18419e-06
0.429515	1.9656e-06
0.441786	1.77402e-06
0.454058	1.60491e-06
0.46633	1.45617e-06
0.478602	1.32446e-06
0.490874	1.20693e-06
0.503146	1.10272e-06
0.515418	1.00962e-06
0.527689	9.25723e-07
0.539961	8.50855e-07
0.552233	7.83463e-07
0.564505	7.22189e-07
0.576777	6.67225e-07
0.589049	6.16969e-07
0.60132	5.71765e-07
0.613592	5.30645e-07
0.625864	4.92746e-07
0.638136	4.58545e-07
0.650408	4.26858e-07
0.66268	3.9822e-07
0.674952	3.7155e-07
0.687223	3.4742e-07
0.699495	3.24835e-07
0.711767	3.04386e-07
0.724039	2.85149e-07
0.736311	2.67728e-07
0.748583	2.51256e-07
0.760854	2.36339e-07
0.773126	2.22164e-07
0.785398	2.09334e-07
0.79767	1.97079e-07
0.809942	1.85666e-07
0.822214	1.75354e-07
0.834486	1.65423e-07
0.846757	1.56463e-07
0.859029	1.47788e-07
0.871301	1.39669e-07
0.883573	1.32368e-07
0.895845	1.25237e-07
0.908117	1.18546e-07
0.920388	1.12263e-07
0.93266	1.06647e-07
0.944932	1.01092e-07
0.957204	9.58645e-08
0.969476	9.09408e-08
0.981748	8.65745e-08
0.99402	8.21962e-08
1.00629	7.80645e-08
1.01856	7.41631e-08
1.03084	7.0477e-08
1.04311	6.69923e-08
1.05538	6.39506e-08
1.06765	6.0829e-08
1.07992	5.78731e-08
1.09219	5.50728e-08
1.10447	5.24186e-08
1.11674	4.99019e-08
1.12901	4.75143e-08
1.14128	4.52484e-08
1.15355	4.30971e-08
1.16583	4.10537e-08
1.1781	3.88849e-08
1.19037	3.70425e-08
1.20264	3.52909e-08
1.21491	3.36251e-08
1.22718	3.20403e-08
1.23946	3.03163e-08
1.25173	2.88841e-08
1.264	2.75206e-08
1.27627	2.60125e-08
1.28854	2.47793e-08
1.30082	2.36046e-08
1.31309	2.22826e-08
1.32536	2.12197e-08
1.33763	2.0008e-08
1.3499	1.88481e-08
1.36217	1.79352e-08
1.37445	1.68718e-08
1.38672	1.58542e-08
1.39899	1.48805e-08
1.41126	1.39492e-08
1.42353	1.30587e-08
1.43581	1.22074e-08
1.44808	1.1394e-08
1.46035	1.04341e-08
1.47262	9.69475e-09
1.48489	8.81004e-09
1.49717	7.96239e-09
1.50944	7.15133e-09
1.52171	6.20087e-09
1.53398	5.29e-09
1.54625	4.2466e-09
1.55852	3.07765e-09
1.5708	1.28404e-09
1.58307	-1.14352e-16
1.59534	-5.48946e-17
1.60761	-3.7616e-17
1.61988	-5.88803e-17
1.63216	-1.80894e-16
1.64443	-1.03461e-16
1.6567	-4.03856e-17
1.66897	-5.31815e-17
1.68124	8.9591e-17
1.69351	4.29928e-17
1.70579	-4.52706e-17
1.71806	-7.6298e-17
1.73033	8.91134e-18
1.7426	-1.08777e-16
1.75487	-9.54066e-17
1.76715	5.58625e-17
1.77942	8.81729e-17
1.79169	-2.7022e-17
1.80396	-6.76013e-17
1.81623	5.81065e-18
1.82851	1.18523e-16
1.84078	-3.78032e-17
1.85305	3.0077e-17
1.86532	4.092e-17
1.87759	1.89869e-17
1.88986	-7.12352e-17
1.90214	7.0597e-17
1.91441	3.4457e-18
1.92668	-4.95599e-17
1.93895	-5.26898e-17
1.95122	9.2111e-17
1.9635	-9.9397e-17
1.97577	4.6103e-18
1.98804	-3.4725e-17
2.00031	-2.51238e-17
2.01258	-1.28384e-16
2.02485	-4.72668e-18
2.03713	-9.44287e-17
2.0494	8.40406e-17
2.06167	-1.75475e-17
2.07394	3.30657e-17
2.08621	2.56494e-17
2.09849	2.58859e-17
2.11076	-1.80894e-17
2.12303	-1.4119e-16
2.1353	-3.64695e-17
2.14757	9.49779e-18
2.15984	-1.11498e-16
2.17212	-6.5122e-17
2.18439	-1.33011e-16
2.19666	-2.09862e-17
2.20893	1.03593e-16
2.2212	-6.24476e-17
2.23348	-3.55578e-17
2.24575	-1.13924e-17
2.25802	-6.55599e-17
2.27029	4.21109e-17
2.28256	-1.10468e-17
2.29484	3.82314e-17
2.30711	6.02757e-17
2.31938	5.12901e-17
2.33165	-8.55689e-17
2.34392	-1.27086e-16
2.35619	-6.04036e-17
2.36847	-4.80967e-17
2.38074	-2.02274e-17
2.39301	-2.3139e-17
2.40528	9.77473e-17
2.41755	-6.87004e-17
2.42983	3.42187e-17
2.4421	-2.10587e-17
2.45437	-3.80884e-17
2.46664	1.61779e-17
2.47891	-1.19969e-16
2.49118	-5.06215e-17
2.50346	7.11059e-18
2.51573	-1.63943e-18
2.528	5.48453e-17
2.54027	6.56861e-17
2.55254	1.74161e-17
2.56482	-1.1339e-17
2.57709	-9.36168e-18
2.58936	4.14422e-17
2.60163	-1.11041e-16
2.6139	-7.73509e-17
2.62618	6.06218e-17
2.63845	-1.2817e-17
2.65072	-1.15171e-16
2.66299	-8.33917e-18
2.67526	-1.3308e-16
2.68753	-9.86675e-17
2.69981	2.8934e-17
2.71208	-5.45333e-17
2.72435	9.55037e-17
2.73662	-9.42477e-18
2.74889	-3.40286e-17
2.76117	4.85972e-17
2.77344	-2.42893e-17
2.78571	-5.28564e-17
2.79798	1.8488e-17
2.81025	8.63616e-17
2.82252	-7.2849e-18
2.8348	-3.275e-17
2.84707	9.98736e-18
2.85934	-1.26063e-17
2.87161	-5.0811e-17
2.88388	5.3632e-17
2.89616	-8.12956e-17
2.90843	-5.27266e-19
2.9207	-5.86111e-18
2.93297	-2.48849e-17
2.94524	7.92702e-17
2.95751	-6.24356e-17
2.96979	4.67042e-17
2.98206	1.49929e-17
2.99433	2.39844e-17
3.0066	4.95782e-18
3.01887	1.75166e-17
3.03115	4.28727e-17
3.04342	4.7994e-17
3.05569	5.76989e-18
3.06796	8.41312e-18
3.08023	-3.85774e-17
3.09251	-1.05049e-17
3.10478	3.51383e-17
3.11705	-2.05762e-17
3.12932	-2.41073e-17
3.14159	-3.26988e-17
3.15386	-2.39197e-17
3.16614	-2.02361e-17
3.17841	3.434e-17
3.19068	-1.01764e-17
3.20295	-3.70993e-17
3.21522	8.02649e-18
3.2275	5.46145e-18
3.23977	4.5086e-17
3.25204	3.99596e-17
3.26431	1.62002e-17
3.27658	4.54915e-18
3.28885	2.18367e-17
3.30113	1.35434e-17
3.3134	4.18608e-17
3.32567	-5.55239e-17
3.33794	6.99441e-17
3.35021	-2.17859e-17
3.36249	-5.09116e-18
3.37476	-4.54408e-19
3.38703	-6.95134e-17
3.3993	4.55001e-17
3.41157	-4.27689e-17
3.42385	-1.05278e-17
3.43612	8.27547e-18
3.44839	-2.6922e-17
3.46066	-5.94131e-18
3.47293	6.98823e-17
3.4852	1.48432e-17
3.49748	-4.20983e-17
3.50975	-1.91853e-17
3.52202	3.80702e-17
3.53429	-2.64667e-17
3.54656	-7.30247e-18
3.55884	7.30982e-17
3.57111	-4.14171e-17
3.58338	2.17989e-17
3.59565	-7.37475e-17
3.60792	-9.86787e-17
3.62019	-6.13419e-18
3.63247	-8.40439e-17
3.64474	-9.27835e-18
3.65701	4.35337e-17
3.66928	-5.51027e-17
3.68155	-7.84687e-17
3.69383	2.90509e-17
3.7061	-6.50966e-18
3.71837	-7.82136e-18
3.73064	1.19164e-17
3.74291	4.45803e-17
3.75518	3.6922e-17
3.76746	-1.09479e-18
3.77973	4.70954e-18
3.792	-3.32561e-17
3.80427	-7.81738e-17
3.81654	1.04558e-17
3.82882	-2.44165e-17
3.84109	-1.33894e-17
3.85336	2.1579e-17
3.86563	-4.29647e-17
3.8779	6.06333e-17
3.89018	-1.42391e-17
3.90245	-1.2322e-17
3.91472	-2.91111e-17
3.92699	-3.62422e-17
3.93926	-7.56582e-17
3.95153	-5.04777e-17
3.96381	3.00169e-17
3.97608	3.49748e-17
3.98835	2.19968e-17
4.00062	-6.3027e-18
4.01289	2.38238e-17
4.02517	-3.67773e-17
4.03744	-6.33646e-18
4.04971	-1.96105e-17
4.06198	-3.4148e-17
4.07425	5.61652e-17
4.08652	-1.12809e-17
4.0988	-7.08864e-17
4.11107	-3.44077e-17
4.12334	-5.84037e-17
4.13561	4.93211e-18
4.14788	-1.87742e-17
4.16016	-7.20525e-17
4.17243	-9.15109e-18
4.1847	1.29808e-17
4.19697	1.27496e-17
4.20924	1.62921e-17
4.22152	-8.56941e-18
4.23379	4.06806e-17
4.24606	-4.53021e-17
4.25833	-2.24697e-18
4.2706	-6.05036e-17
4.28287	-1.17337e-17
4.29515	-1.60765e-17
4.30742	2.05745e-18
4.31969	-4.51804e-17
4.33196	4.152e-17
4.34423	-2.35205e-17
4.35651	-2.19187e-17
4.36878	1.51009e-18
4.38105	3.06518e-17
4.39332	-3.06439e-17
4.40559	8.09181e-18
4.41786	1.72773e-17
4.43014	1.25805e-17
4.44241	-1.56641e-17
4.45468	4.86501e-17
4.46695	2.36262e-18
4.47922	-2.72258e-17
4.4915	-1.07793e-17
4.50377	3.48367e-17
4.51604	2.18591e-17
4.52831	-3.69733e-17
